"participant_id","dataset","oracle","search","task","completion_time","condition","task_type",".row","exp(.value)",".lower",".upper",".width",".point",".interval"
17,"movies","compassql","dfs","1. Find Extremum",644.776,"compassql_dfs","Open-Ended",32,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
17,"movies","compassql","dfs","1. Find Extremum",1025.924,"compassql_dfs","Open-Ended",31,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
18,"birdstrikes","dziban","dfs","1. Find Extremum",86.738,"dziban_dfs","Focused",33,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
18,"birdstrikes","dziban","dfs","1. Find Extremum",190.595,"dziban_dfs","Focused",34,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
18,"birdstrikes","dziban","dfs","1. Find Extremum",898.077,"dziban_dfs","Open-Ended",36,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
18,"birdstrikes","dziban","dfs","1. Find Extremum",927.51,"dziban_dfs","Open-Ended",35,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
19,"movies","compassql","dfs","1. Find Extremum",102.94,"compassql_dfs","Focused",37,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
19,"movies","compassql","dfs","1. Find Extremum",196.136,"compassql_dfs","Focused",38,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
19,"movies","compassql","dfs","1. Find Extremum",595.448,"compassql_dfs","Open-Ended",40,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
19,"movies","compassql","dfs","1. Find Extremum",842.218,"compassql_dfs","Open-Ended",39,182.561972537473,124.816662499851,258.192120221252,0.95,"mean","qi"
20,"birdstrikes","compassql","dfs","1. Find Extremum",170.561,"compassql_dfs","Focused",46,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
20,"birdstrikes","compassql","dfs","1. Find Extremum",286.541,"compassql_dfs","Open-Ended",47,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
20,"birdstrikes","compassql","dfs","1. Find Extremum",405.433,"compassql_dfs","Focused",45,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
20,"birdstrikes","compassql","dfs","1. Find Extremum",705.415,"compassql_dfs","Open-Ended",48,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
21,"birdstrikes","compassql","dfs","1. Find Extremum",242.337,"compassql_dfs","Focused",49,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
21,"birdstrikes","compassql","dfs","1. Find Extremum",386.503,"compassql_dfs","Focused",50,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
21,"birdstrikes","compassql","dfs","1. Find Extremum",886.577,"compassql_dfs","Open-Ended",52,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
21,"birdstrikes","compassql","dfs","1. Find Extremum",1229.062,"compassql_dfs","Open-Ended",51,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
22,"movies","dziban","bfs","1. Find Extremum",149.612,"dziban_bfs","Focused",53,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
22,"movies","dziban","bfs","1. Find Extremum",443.844,"dziban_bfs","Focused",54,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
22,"movies","dziban","bfs","1. Find Extremum",754.89,"dziban_bfs","Open-Ended",55,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
22,"movies","dziban","bfs","1. Find Extremum",956.825,"dziban_bfs","Open-Ended",56,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
23,"birdstrikes","compassql","dfs","1. Find Extremum",354.845,"compassql_dfs","Focused",58,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
23,"birdstrikes","compassql","dfs","1. Find Extremum",776.278,"compassql_dfs","Focused",57,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
23,"birdstrikes","compassql","dfs","1. Find Extremum",962.746,"compassql_dfs","Open-Ended",60,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
23,"birdstrikes","compassql","dfs","1. Find Extremum",993.777,"compassql_dfs","Open-Ended",59,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
24,"movies","compassql","bfs","1. Find Extremum",212.961,"compassql_bfs","Focused",61,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
24,"movies","compassql","bfs","1. Find Extremum",243.659,"compassql_bfs","Focused",62,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
24,"movies","compassql","bfs","1. Find Extremum",739.454,"compassql_bfs","Open-Ended",63,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
24,"movies","compassql","bfs","1. Find Extremum",902.994,"compassql_bfs","Open-Ended",64,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
25,"birdstrikes","dziban","dfs","1. Find Extremum",229.329,"dziban_dfs","Focused",65,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
25,"birdstrikes","dziban","dfs","1. Find Extremum",354.573,"dziban_dfs","Focused",66,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
25,"birdstrikes","dziban","dfs","1. Find Extremum",476.703,"dziban_dfs","Open-Ended",67,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
25,"birdstrikes","dziban","dfs","1. Find Extremum",729.704,"dziban_dfs","Open-Ended",68,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
26,"birdstrikes","dziban","bfs","1. Find Extremum",210.051,"dziban_bfs","Focused",69,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
26,"birdstrikes","dziban","bfs","1. Find Extremum",277.825,"dziban_bfs","Focused",70,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
26,"birdstrikes","dziban","bfs","1. Find Extremum",355.453,"dziban_bfs","Open-Ended",71,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
26,"birdstrikes","dziban","bfs","1. Find Extremum",568.648,"dziban_bfs","Open-Ended",72,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
27,"birdstrikes","dziban","bfs","1. Find Extremum",155.633,"dziban_bfs","Focused",74,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
27,"birdstrikes","dziban","bfs","1. Find Extremum",186.4,"dziban_bfs","Focused",73,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
27,"birdstrikes","dziban","bfs","1. Find Extremum",284.909,"dziban_bfs","Open-Ended",75,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
27,"birdstrikes","dziban","bfs","1. Find Extremum",1045.948,"dziban_bfs","Open-Ended",76,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
28,"birdstrikes","compassql","bfs","1. Find Extremum",180.459,"compassql_bfs","Focused",77,243.464231996995,169.161029472042,342.333860028044,0.95,"mean","qi"
28,"birdstrikes","compassql","bfs","1. Find Extremum",238.401,"compassql_bfs","Focused",78,243.464231996995,169.161029472042,342.333860028044,0.95,"mean","qi"
28,"birdstrikes","compassql","bfs","1. Find Extremum",617.546,"compassql_bfs","Open-Ended",79,243.464231996995,169.161029472042,342.333860028044,0.95,"mean","qi"
28,"birdstrikes","compassql","bfs","1. Find Extremum",622.002,"compassql_bfs","Open-Ended",80,243.464231996995,169.161029472042,342.333860028044,0.95,"mean","qi"
29,"movies","compassql","bfs","1. Find Extremum",243.796,"compassql_bfs","Focused",81,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
29,"movies","compassql","bfs","1. Find Extremum",246.99,"compassql_bfs","Focused",82,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
29,"movies","compassql","bfs","1. Find Extremum",529.649,"compassql_bfs","Open-Ended",83,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
29,"movies","compassql","bfs","1. Find Extremum",985.296,"compassql_bfs","Open-Ended",84,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
30,"movies","dziban","dfs","1. Find Extremum",85.47,"dziban_dfs","Focused",90,158.56756441638,106.154814315716,227.874150708272,0.95,"mean","qi"
30,"movies","dziban","dfs","1. Find Extremum",129.046,"dziban_dfs","Focused",89,158.56756441638,106.154814315716,227.874150708272,0.95,"mean","qi"
30,"movies","dziban","dfs","1. Find Extremum",377.597,"dziban_dfs","Open-Ended",91,158.56756441638,106.154814315716,227.874150708272,0.95,"mean","qi"
30,"movies","dziban","dfs","1. Find Extremum",722.775,"dziban_dfs","Open-Ended",92,158.56756441638,106.154814315716,227.874150708272,0.95,"mean","qi"
31,"birdstrikes","dziban","dfs","1. Find Extremum",150.188,"dziban_dfs","Focused",94,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
31,"birdstrikes","dziban","dfs","1. Find Extremum",169.197,"dziban_dfs","Focused",93,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
31,"birdstrikes","dziban","dfs","1. Find Extremum",376.334,"dziban_dfs","Open-Ended",96,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
31,"birdstrikes","dziban","dfs","1. Find Extremum",390.969,"dziban_dfs","Open-Ended",95,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
32,"movies","compassql","bfs","1. Find Extremum",210.676,"compassql_bfs","Focused",97,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
32,"movies","compassql","bfs","1. Find Extremum",427.959,"compassql_bfs","Open-Ended",99,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
32,"movies","compassql","bfs","1. Find Extremum",522.845,"compassql_bfs","Focused",98,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
32,"movies","compassql","bfs","1. Find Extremum",762.361,"compassql_bfs","Open-Ended",100,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
33,"birdstrikes","dziban","bfs","1. Find Extremum",316.352,"dziban_bfs","Focused",101,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
33,"birdstrikes","dziban","bfs","1. Find Extremum",363.301,"dziban_bfs","Open-Ended",104,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
33,"birdstrikes","dziban","bfs","1. Find Extremum",385.035,"dziban_bfs","Focused",102,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
33,"birdstrikes","dziban","bfs","1. Find Extremum",610.181,"dziban_bfs","Open-Ended",103,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
34,"birdstrikes","dziban","dfs","1. Find Extremum",274.496,"dziban_dfs","Focused",105,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
34,"birdstrikes","dziban","dfs","1. Find Extremum",317.898,"dziban_dfs","Focused",106,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
34,"birdstrikes","dziban","dfs","1. Find Extremum",353.005,"dziban_dfs","Open-Ended",107,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
34,"birdstrikes","dziban","dfs","1. Find Extremum",632.996,"dziban_dfs","Open-Ended",108,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
35,"movies","compassql","bfs","1. Find Extremum",91.089,"compassql_bfs","Focused",110,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
35,"movies","compassql","bfs","1. Find Extremum",118.354,"compassql_bfs","Focused",109,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
35,"movies","compassql","bfs","1. Find Extremum",325.284,"compassql_bfs","Open-Ended",111,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
35,"movies","compassql","bfs","1. Find Extremum",440.362,"compassql_bfs","Open-Ended",112,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
36,"birdstrikes","compassql","dfs","1. Find Extremum",176.562,"compassql_dfs","Focused",113,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
36,"birdstrikes","compassql","dfs","1. Find Extremum",177.032,"compassql_dfs","Focused",114,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
36,"birdstrikes","compassql","dfs","1. Find Extremum",850.893,"compassql_dfs","Open-Ended",116,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
36,"birdstrikes","compassql","dfs","1. Find Extremum",1445.67,"compassql_dfs","Open-Ended",115,277.403288036006,188.972493106488,392.931902203478,0.95,"mean","qi"
37,"movies","dziban","bfs","1. Find Extremum",171.549,"dziban_bfs","Focused",117,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
37,"movies","dziban","bfs","1. Find Extremum",196.112,"dziban_bfs","Focused",118,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
37,"movies","dziban","bfs","1. Find Extremum",668.223,"dziban_bfs","Open-Ended",120,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
37,"movies","dziban","bfs","1. Find Extremum",732.332,"dziban_bfs","Open-Ended",119,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
38,"movies","compassql","bfs","1. Find Extremum",156.638,"compassql_bfs","Focused",122,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
38,"movies","compassql","bfs","1. Find Extremum",289.185,"compassql_bfs","Focused",121,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
38,"movies","compassql","bfs","1. Find Extremum",548.43,"compassql_bfs","Open-Ended",123,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
38,"movies","compassql","bfs","1. Find Extremum",859.345,"compassql_bfs","Open-Ended",124,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
39,"movies","compassql","bfs","1. Find Extremum",158.165,"compassql_bfs","Focused",126,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
39,"movies","compassql","bfs","1. Find Extremum",223.658,"compassql_bfs","Focused",125,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
39,"movies","compassql","bfs","1. Find Extremum",745.93,"compassql_bfs","Open-Ended",127,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
39,"movies","compassql","bfs","1. Find Extremum",907.191,"compassql_bfs","Open-Ended",128,198.580528485474,136.354060343826,280.049184091193,0.95,"mean","qi"
40,"birdstrikes","dziban","dfs","1. Find Extremum",235.069,"dziban_dfs","Focused",133,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
40,"birdstrikes","dziban","dfs","1. Find Extremum",241.323,"dziban_dfs","Focused",134,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
40,"birdstrikes","dziban","dfs","1. Find Extremum",821.641,"dziban_dfs","Open-Ended",136,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
40,"birdstrikes","dziban","dfs","1. Find Extremum",1401.57,"dziban_dfs","Open-Ended",135,204.805724449785,135.194426753495,299.194649907422,0.95,"mean","qi"
41,"movies","dziban","bfs","1. Find Extremum",232.085,"dziban_bfs","Focused",137,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
41,"movies","dziban","bfs","1. Find Extremum",239.045,"dziban_bfs","Focused",138,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
41,"movies","dziban","bfs","1. Find Extremum",785.329,"dziban_bfs","Open-Ended",139,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
41,"movies","dziban","bfs","1. Find Extremum",895.906,"dziban_bfs","Open-Ended",140,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
42,"birdstrikes","dziban","bfs","1. Find Extremum",185.373,"dziban_bfs","Focused",141,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
42,"birdstrikes","dziban","bfs","1. Find Extremum",212.966,"dziban_bfs","Focused",142,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
42,"birdstrikes","dziban","bfs","1. Find Extremum",654.838,"dziban_bfs","Open-Ended",143,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
42,"birdstrikes","dziban","bfs","1. Find Extremum",749.451,"dziban_bfs","Open-Ended",144,234.499267251184,157.667386787377,333.722816090413,0.95,"mean","qi"
43,"movies","dziban","bfs","1. Find Extremum",76.532,"dziban_bfs","Focused",145,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
43,"movies","dziban","bfs","1. Find Extremum",88.999,"dziban_bfs","Focused",146,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
43,"movies","dziban","bfs","1. Find Extremum",378.74,"dziban_bfs","Open-Ended",147,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
43,"movies","dziban","bfs","1. Find Extremum",493.578,"dziban_bfs","Open-Ended",148,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
44,"movies","dziban","bfs","1. Find Extremum",308.046,"dziban_bfs","Focused",150,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
44,"movies","dziban","bfs","1. Find Extremum",378.562,"dziban_bfs","Focused",149,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
44,"movies","dziban","bfs","1. Find Extremum",807.027,"dziban_bfs","Open-Ended",152,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
44,"movies","dziban","bfs","1. Find Extremum",847.375,"dziban_bfs","Open-Ended",151,218.97301848853,148.443589695056,315.096830041664,0.95,"mean","qi"
